Subsector,Sector,Public/private split,Organisation size,Tenure Status,Energy management ambition,Measure group,Subsector payback period (years),Subsector elec abatement (GWh/year),Subsector non-elec abatement (GWh/year),Type (automatic SAS variable - ignore),FREQ (automatic SAS variable - ignore),Elec abatement (kWh/year),Non-elec abatement (kWh/year),Capital cost (£)
Offices (public),Offices,Public,Small,Rent,Passive,Building services distribution systems,13.3,16.7,.,0,2,124046.2897,0,"£158,833 "
Offices (public),Offices,Public,Small,Rent,Passive,Carbon and Energy Management,0.7,99.9,117.5,0,11,384930.358,775803.9038,"£427,122 "
Offices (public),Offices,Public,Small,Rent,Passive,Hot water,4.4,4.4,37.8,0,4,28462.03694,0,"£72,052 "
Offices (public),Offices,Public,Small,Rent,Passive,Lighting,3.8,196.7,.,0,6,282232.4417,0,"£216,093 "
Offices (public),Offices,Public,Small,Rent,Passive,Small appliances,16.8,94.5,1.2,0,4,200921.8288,0,"£623,931 "
Offices (public),Offices,Public,Small,Rent,Passive,Space heating,8.9,21.3,255.3,0,5,10699.25016,1112366.436,"£627,608 "
Offices (public),Offices,Public,Small,Rent,Passive,Ventilation,6,136.8,4.9,0,2,8600.61349,0,"£65,154 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,,.,.,.,0,34,.,., .
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Air conditioning and cooling,20.2,4.6,.,0,1,3318671.264,0,"£4,336,940 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Building fabric,14.7,30.7,390,0,129,17541101.41,143077609.1,"£126,499,002 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Building instrumentation and control,5.7,36.1,409.4,0,55,24843302.63,155157351.4,"£38,273,743 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Building services distribution systems,53.4,2,.,0,12,974375.8622,0,"£21,176,277 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Carbon and Energy Management,3.6,80.3,304.1,0,56,43256208.52,96557061.08,"£18,649,974 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Hot water,31.4,2.7,6.6,0,31,1046466.126,2374374.537,"£5,580,340 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Lighting,11.3,141.6,.,0,99,54892352.61,0,"£74,690,110 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Refrigeration,4.6,9.2,.,0,4,2761298.678,0,"£1,212,459 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Small appliances,20.2,2.2,3.6,0,7,834909.4757,1214970.825,"£1,922,503 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Space heating,16.3,45.8,512,0,103,26498782.22,184917971.8,"£119,378,885 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Active,Ventilation,14.3,22.5,3.8,0,34,11623584.26,947580.0221,"£24,349,067 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,,.,.,.,0,9,.,., .
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Building fabric,14.7,30.7,390,0,37,0,43992662.88,"£24,274,625 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Building instrumentation and control,5.7,36.1,409.4,0,19,35483.70649,62668807.7,"£9,820,937 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Building services distribution systems,53.4,2,.,0,6,69359.60123,0,"£4,044,856 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Carbon and Energy Management,3.6,80.3,304.1,0,36,1261741.823,49025113.54,"£9,006,497 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Hot water,31.4,2.7,6.6,0,10,54743.5348,372598.0293,"£1,583,660 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Lighting,11.3,141.6,.,0,25,5341973.837,0,"£12,844,186 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Small appliances,20.2,2.2,3.6,0,15,73114.95372,31713.61236,"£2,168,768 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Space heating,16.3,45.8,512,0,31,1199.188762,60082306,"£30,204,018 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,None,Ventilation,14.3,22.5,3.8,0,9,395968.7364,172588.6293,"£3,404,609 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,,.,.,.,0,44,.,., .
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Air conditioning and cooling,20.2,4.6,.,0,3,262742.7678,0,"£1,100,099 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Building fabric,14.7,30.7,390,0,173,12669926.46,177068773.5,"£116,637,241 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Building instrumentation and control,5.7,36.1,409.4,0,96,9844576.245,162057385.4,"£52,424,629 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Building services distribution systems,53.4,2,.,0,28,957174.7458,0,"£16,101,758 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Carbon and Energy Management,3.6,80.3,304.1,0,172,34987540.88,154977504.4,"£44,029,271 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Hot water,31.4,2.7,6.6,0,52,1613167.462,3901659.726,"£8,255,936 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Lighting,11.3,141.6,.,0,113,74614745.19,0,"£100,679,606 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Refrigeration,4.6,9.2,.,0,10,5169337.193,0,"£2,785,208 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Small appliances,20.2,2.2,3.6,0,16,1293145.67,2392419.434,"£3,447,776 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Space heating,16.3,45.8,512,0,148,18252190.79,235091065,"£168,812,546 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Owned,Passive,Ventilation,14.3,22.5,3.8,0,50,6423255.661,1356129.797,"£24,803,125 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,,.,.,.,0,1,.,., .
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Building fabric,14.7,30.7,390,0,5,0,2402251.712,"£2,156,679 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Building instrumentation and control,5.7,36.1,409.4,0,1,0,740462.6612,"£741,459 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Lighting,11.3,141.6,.,0,3,140656.4879,0,"£719,554 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Space heating,16.3,45.8,512,0,1,0,401770.2992,"£370,729 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Active,Ventilation,14.3,22.5,3.8,0,1,15312.97294,0,"£222,438 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,,.,.,.,0,3,.,., .
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Air conditioning and cooling,20.2,4.6,.,0,4,976658.372,0,"£1,233,224 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Building fabric,14.7,30.7,390,0,8,491966.8485,23487889.77,"£10,985,740 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Building instrumentation and control,5.7,36.1,409.4,0,8,1384469.024,28733891.92,"£6,408,306 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Building services distribution systems,53.4,2,.,0,1,0,0,"£480,465 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Carbon and Energy Management,3.6,80.3,304.1,0,7,790214.2187,3554958.556,"£2,056,135 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Lighting,11.3,141.6,.,0,10,6653030.039,0,"£9,702,886 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Refrigeration,4.6,9.2,.,0,2,1314926.756,0,"£562,318 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Space heating,16.3,45.8,512,0,9,1029771.8,31544820.27,"£15,970,519 "
Place of Worship,"Community, Arts and Leisure",Private,NotAsked,Rent,Passive,Ventilation,14.3,22.5,3.8,0,10,4069900.545,1335809.678,"£6,843,408 "
Police station,Emergency services,Public,Large,Owned,Active,,.,.,.,0,16,.,., .
Police station,Emergency services,Public,Large,Owned,Active,Air conditioning and cooling,24.4,4.1,.,0,34,4065320.731,0,"£6,297,141 "
Police station,Emergency services,Public,Large,Owned,Active,Building fabric,11.7,4.2,149.5,0,66,4233374.347,139994213.8,"£78,135,067 "
Police station,Emergency services,Public,Large,Owned,Active,Building instrumentation and control,4.3,6.2,224.6,0,39,6119440.362,211182237,"£26,609,034 "
Police station,Emergency services,Public,Large,Owned,Active,Building services distribution systems,3.6,6.6,.,0,3,5814748.826,0,"£2,601,254 "
Police station,Emergency services,Public,Large,Owned,Active,Carbon and Energy Management,1.3,18.1,53.6,0,22,15091784.9,43563251.18,"£3,659,219 "
Police station,Emergency services,Public,Large,Owned,Active,Hot water,4.7,0.8,51.7,0,20,760336.5066,50705844.64,"£6,753,912 "
Police station,Emergency services,Public,Large,Owned,Active,Lighting,2.9,139.5,.,0,60,126313997.9,0,"£41,447,910 "
Police station,Emergency services,Public,Large,Owned,Active,Small appliances,17.6,26.7,0.8,0,21,24512070.57,724630.0567,"£51,014,520 "
Police station,Emergency services,Public,Large,Owned,Active,Space heating,6.8,4.6,278.8,0,49,4570054.053,265850092.5,"£44,146,629 "
Police station,Emergency services,Public,Large,Owned,Active,Ventilation,4.8,6.2,.,0,24,6019679.448,0,"£2,934,844 "
Police station,Emergency services,Public,Large,Owned,Passive,,.,.,.,0,2,.,., .
Police station,Emergency services,Public,Large,Owned,Passive,Air conditioning and cooling,24.4,4.1,.,0,4,46061.53318,0,"£306,962 "
Police station,Emergency services,Public,Large,Owned,Passive,Building fabric,11.7,4.2,149.5,0,16,12908.75718,6997282.164,"£4,284,674 "
Police station,Emergency services,Public,Large,Owned,Passive,Building instrumentation and control,4.3,6.2,224.6,0,7,6141.215206,8001998.289,"£3,355,450 "
Police station,Emergency services,Public,Large,Owned,Passive,Building services distribution systems,3.6,6.6,.,0,2,805369.9566,0,"£797,545 "
Police station,Emergency services,Public,Large,Owned,Passive,Carbon and Energy Management,1.3,18.1,53.6,0,14,3004838.329,9992355.767,"£1,513,405 "
Police station,Emergency services,Public,Large,Owned,Passive,Hot water,4.7,0.8,51.7,0,6,0,1034101.598,"£327,451 "
Police station,Emergency services,Public,Large,Owned,Passive,Lighting,2.9,139.5,.,0,8,11659553.03,0,"£1,721,206 "
Police station,Emergency services,Public,Large,Owned,Passive,Small appliances,17.6,26.7,0.8,0,6,2112417.575,82009.61155,"£1,468,116 "
Police station,Emergency services,Public,Large,Owned,Passive,Space heating,6.8,4.6,278.8,0,8,0,9366999.812,"£2,093,393 "
Police station,Emergency services,Public,Large,Owned,Passive,Ventilation,4.8,6.2,.,0,2,76760.17424,0,"£166,062 "
Police station,Emergency services,Public,Large,Rent,Active,,.,.,.,0,1,.,., .
Police station,Emergency services,Public,Large,Rent,Active,Air conditioning and cooling,24.4,4.1,.,0,2,27912.8084,0,"£153,481 "
Police station,Emergency services,Public,Large,Rent,Active,Building fabric,11.7,4.2,149.5,0,3,0,2481073.877,"£1,338,409 "
Police station,Emergency services,Public,Large,Rent,Active,Building instrumentation and control,4.3,6.2,224.6,0,4,115832.9491,5369640.003,"£1,220,194 "
Police station,Emergency services,Public,Large,Rent,Active,Lighting,2.9,139.5,.,0,4,1515448.715,0,"£425,571 "
Police station,Emergency services,Public,Large,Rent,Active,Small appliances,17.6,26.7,0.8,0,1,77529.26028,0,"£334,028 "
Police station,Emergency services,Public,Large,Rent,Active,Space heating,6.8,4.6,278.8,0,2,0,3590146.979,"£830,309 "
Police station,Emergency services,Public,Large,Rent,Active,Ventilation,4.8,6.2,.,0,2,108365.6403,0,"£198,552 "
Prison,Emergency services,Public,Large,Owned,Active,,.,.,.,0,7,.,., .
Prison,Emergency services,Public,Large,Owned,Active,Air conditioning and cooling,12.1,2.5,.,0,4,637071.7523,0,"£527,833 "
Prison,Emergency services,Public,Large,Owned,Active,Building fabric,10.2,.,91.7,0,26,0,43032901.8,"£15,564,601 "
Prison,Emergency services,Public,Large,Owned,Active,Building instrumentation and control,1.8,13.5,118.9,0,14,879014.4585,24138886.4,"£2,394,188 "
Prison,Emergency services,Public,Large,Owned,Active,Building services distribution systems,13.3,2.2,.,0,3,303228.6527,0,"£1,075,304 "
Prison,Emergency services,Public,Large,Owned,Active,Carbon and Energy Management,0.7,45,149.3,0,18,3814453.418,20154872.17,"£827,649 "
Prison,Emergency services,Public,Large,Owned,Active,Hot water,3.5,1.5,32.3,0,13,799908.4393,12763174.05,"£1,948,130 "
Prison,Emergency services,Public,Large,Owned,Active,Lighting,2.4,69.1,.,0,21,23302864.96,0,"£5,736,831 "
Prison,Emergency services,Public,Large,Owned,Active,Refrigeration,2.8,0.7,.,0,2,93727.24602,0,"£26,557 "
Prison,Emergency services,Public,Large,Owned,Active,Small appliances,11.5,0.5,2.1,0,3,90086.96935,393633.4435,"£456,109 "
Prison,Emergency services,Public,Large,Owned,Active,Space heating,6.2,0.2,131.4,0,20,19883.66577,37721154.85,"£6,430,217 "
Prison,Emergency services,Public,Large,Owned,Active,Ventilation,6.7,50,.,0,24,13220238.66,0,"£19,658,233 "
Prison,Emergency services,Public,Large,Owned,Passive,,.,.,.,0,6,.,., .
Prison,Emergency services,Public,Large,Owned,Passive,Air conditioning and cooling,12.1,2.5,.,0,3,1820501.881,0,"£1,854,482 "
Prison,Emergency services,Public,Large,Owned,Passive,Building fabric,10.2,.,91.7,0,27,0,44126535.49,"£26,463,432 "
Prison,Emergency services,Public,Large,Owned,Passive,Building instrumentation and control,1.8,13.5,118.9,0,27,9068883.31,83007831.83,"£6,540,826 "
